name,rating,position,version,price,skills,weak_foot,work_rate,pace,shooting,passing,dribbling,defending,physicality,height,base_stats,in_game_stats
Jing Luo,62,"LM,RM,ST,LW",Normal,200,3,3,M \ M,71,60,59,62,61,61,"181cm | 5'11""",0,374
Younes Bnou-Marzouk,62,"ST,CF",Normal,250,3,3,M \ M,64,62,44,62,25,57,"180cm | 5'11""",2,314
Dehai Zou,62,GK,Normal,200,1,3,M \ M,59,61,58,64,46,62,"187cm | 6'2""",0,350
Jonathan Rasheed,62,GK,Normal,400,1,2,M \ M,63,59,61,62,30,62,"191cm | 6'3""",2,337
Onurcan Piri,62,GK,Normal,200,1,2,M \ M,64,61,60,63,20,62,"190cm | 6'3""",0,330
Morten Sætra,62,GK,Normal,200,1,3,M \ M,63,61,58,63,44,60,"198cm | 6'6""",-2,349
Stephen Dooley,62,CM,Normal,200,3,3,H \ M,66,58,61,64,54,57,"180cm | 5'11""",-1,360
Zhizhao Chen,62,"CM,RM",Normal,200,3,4,M \ L,73,62,61,66,48,49,"172cm | 5'8""",3,359
Steve Kroll,62,GK,Normal,200,1,3,M \ M,63,61,59,63,37,58,"191cm | 6'3""",0,341
Chao He,62,"CM,CDM",Normal,250,3,4,M \ M,64,49,61,63,61,77,"178cm | 5'10""",-1,375
Jinxian Wang,62,"RM,RW",Normal,200,3,3,L \ H,80,48,55,60,52,66,"175cm | 5'9""",-1,361
Dalun Zheng,62,"RM,RB,LM,RW",Normal,200,3,4,M \ H,78,56,55,66,49,55,"170cm | 5'7""",0,359
Jinhao Bi,62,"CB,ST",Normal,200,2,3,H \ M,61,61,57,57,58,74,"190cm | 6'3""",3,368
Harry Charsley,62,CM,Normal,3K,3,3,H \ M,67,58,61,66,54,67,"175cm | 5'9""",1,373
Tom Beadling,62,"CDM,CB",Normal,200,2,3,M \ H,63,53,55,59,60,69,"186cm | 6'1""",0,359
Levi Sutton,62,"CDM,CM",Normal,1K,2,2,H \ M,80,45,56,62,59,72,"180cm | 5'11""",2,374
Jin Feng,62,"RWB,RB,RM,RW",Normal,200,2,3,H \ M,78,56,58,64,50,72,"179cm | 5'10""",0,378
Callum Ainley,62,"CM,CAM,LW",Normal,200,3,2,H \ M,72,58,60,68,55,54,"173cm | 5'8""",1,367
Jack Sowerby,62,"CM,CDM",Normal,200,2,2,M \ M,49,48,56,62,60,67,"175cm | 5'9""",1,342
Jihong Jiang,62,CB,Normal,200,2,2,M \ M,56,29,43,40,61,78,"191cm | 6'3""",-1,307
Tae Hee Lee,62,"RWB,RB,ST",Normal,1K,2,3,H \ M,72,40,54,58,59,66,"183cm | 6'0""",1,349
Georgie Kelly,62,"ST,CF",Normal,200,2,3,M \ M,60,62,48,54,22,71,"188cm | 6'2""",5,317
Jonathan Aspropotamitis,62,CB,Normal,200,2,4,M \ M,61,29,50,50,60,74,"188cm | 6'2""",1,324
Dominic Bernard,62,CB,Normal,200,2,3,H \ M,74,37,51,60,61,71,"180cm | 5'11""",0,354
Gustav Dahl,62,"LB,LWB",Normal,200,2,3,M \ M,68,38,57,61,57,60,"181cm | 5'11""",0,341
Marco Hober,62,"CAM,CM",Normal,700,3,2,M \ M,73,50,60,70,35,57,"172cm | 5'8""",0,345
Harvey Rodgers,62,"CB,RWB,RB",Normal,200,2,2,M \ M,68,39,53,57,60,69,"188cm | 6'2""",0,346
James Clarke,62,CB,Normal,200,2,3,M \ H,50,42,50,49,61,76,"183cm | 6'0""",2,328
Moussa Diallo,62,"RB,RWB,LB",Normal,200,2,2,M \ M,66,43,54,60,59,68,"184cm | 6'0""",2,350
Tom Baack,62,"CM,CB,CDM",Normal,200,2,4,M \ M,64,54,57,61,62,71,"183cm | 6'0""",1,369
Alec Georgen,62,"RB,RWB",Normal,1.2K,2,3,M \ M,70,49,54,64,60,54,"172cm | 5'8""",1,351
Osama Al Khalaf,62,"RB,RWB,RM",Normal,350,3,3,H \ M,75,46,59,62,53,68,"176cm | 5'9""",-2,363
Zachary Elbouzedi,62,"RM,RW",Normal,200,2,3,M \ M,84,55,56,63,35,55,"185cm | 6'1""",3,348
Owen Evans,62,GK,Normal,200,1,3,M \ M,63,61,66,61,43,61,"188cm | 6'2""",-2,355
Marcel Hilßner,62,"RW,CDM,RM,LM",Normal,400,3,2,M \ M,57,65,63,62,49,60,"183cm | 6'0""",1,356
Ryan Delaney,62,CB,Normal,200,2,2,M \ H,48,28,43,47,60,74,"196cm | 6'5""",-1,300
Marcus McGuane,62,"CM,CDM",Normal,200,3,3,M \ M,73,47,62,66,54,62,"178cm | 5'10""",2,364
Ruon Tongyik,62,CB,Normal,200,2,2,H \ M,62,26,39,58,61,75,"185cm | 6'1""",0,321
Ioan Hora,62,"ST,CF",Normal,2.3K,3,3,M \ M,65,62,59,59,44,62,"182cm | 6'0""",0,351
Geon Woong Kim,62,"CB,CDM,CM",Normal,3.5K,2,3,M \ H,63,48,54,58,61,70,"185cm | 6'1""",3,354
George Miller,62,"ST,CF",Normal,200,2,3,H \ H,82,60,51,61,37,75,"178cm | 5'10""",2,366
Taylor Washington,62,"LWB,LB",Normal,200,2,2,L \ H,73,25,44,47,63,57,"178cm | 5'10""",0,309
Trent Buhagiar,62,"ST,CF",Normal,200,3,4,H \ M,91,58,53,64,26,66,"178cm | 5'10""",1,358
Oliver Hawkins,62,"CB,ST",Normal,900,2,3,M \ M,46,60,49,54,57,76,"198cm | 6'6""",108,342
Muteb Al Mufarrij,62,CB,Normal,200,2,3,M \ M,62,26,43,50,63,64,"182cm | 6'0""",0,308
Isaac Christie-Davies,62,"CM,LM,CAM",Normal,200,3,3,M \ M,65,55,61,62,55,68,"187cm | 6'2""",0,366
Niklas Klinger,62,GK,Normal,200,1,3,M \ M,59,60,63,64,33,60,"187cm | 6'2""",0,339
Paul Kalambayi,62,CB,Normal,200,2,2,M \ M,64,22,41,45,62,74,"183cm | 6'0""",2,308
Jeppe Arctander Moe,62,"LWB,LB",Normal,200,2,3,H \ M,66,35,57,59,58,62,"185cm | 6'1""",0,337
Janne Saksela,62,"RB,RWB",Normal,2.2K,2,3,M \ M,70,39,57,59,58,63,"185cm | 6'1""",0,346
Mamadou Doucouré,62,"CB,CDM",Normal,300,2,3,M \ M,54,31,49,53,62,59,"183cm | 6'0""",3,308
Dong Su Lee,62,"CM,LB,CDM",Normal,200,2,4,M \ M,55,44,56,60,60,68,"185cm | 6'1""",-2,343
Morgan Feeney,62,CB,Normal,200,2,2,L \ M,46,32,41,42,62,75,"190cm | 6'3""",2,298
Aaron Lewis,62,"LWB,RWB,LB",Normal,200,3,4,H \ M,68,39,57,61,56,66,"183cm | 6'0""",-2,347
Lei Tong,62,"RB,RWB",Normal,200,2,3,M \ M,72,51,54,63,55,67,"178cm | 5'10""",1,362
Jack Aitchison,62,CAM,Normal,1.8K,2,3,M \ M,81,59,57,64,25,50,"180cm | 5'11""",0,336
Matthew Platt,62,CB,Normal,200,2,3,M \ H,60,28,42,49,60,74,"188cm | 6'2""",0,313
Ashley Nadesan,62,"ST,CF",Normal,200,2,3,M \ M,82,59,50,60,26,67,"188cm | 6'2""",4,344
Mads Kaalund,62,CM,Normal,200,3,3,H \ M,67,56,59,63,52,66,"183cm | 6'0""",0,363
Oscar Hedvall,62,GK,Normal,200,1,3,M \ M,66,60,63,64,31,60,"195cm | 6'5""",-1,344
Bartosz Mrozek,62,GK,Normal,200,1,3,M \ M,63,61,58,64,38,63,"191cm | 6'3""",2,347
Tareq Abdullah,62,"RB,RWB",Normal,200,2,3,M \ M,68,30,50,58,61,65,"170cm | 5'7""",2,332
Bandar Al Mutairi,62,"LB,LWB",Normal,200,2,3,M \ M,78,28,52,58,56,57,"168cm | 5'6""",0,329
Sam Nombe,62,"ST,CF",Normal,250,2,3,M \ M,90,59,51,60,27,69,"180cm | 5'11""",1,356
Luther James-Wildin,62,"RB,RWB",Normal,200,2,3,H \ M,80,47,52,59,55,74,"178cm | 5'10""",2,367
Jacob Bedeau,62,CB,Normal,200,2,3,M \ M,74,36,46,54,61,69,"182cm | 6'0""",0,340
Dylan Watts,62,"CM,RW",Normal,200,3,3,M \ M,65,57,62,64,56,55,"178cm | 5'10""",1,359
Connor Wood,62,"LB,LWB",Normal,300,2,2,H \ M,76,50,54,60,55,66,"173cm | 5'8""",2,361
Ryan Loft,62,"ST,CF",Normal,250,2,3,M \ L,61,62,47,57,30,77,"190cm | 6'3""",2,334
Dennis Adeniran,62,"CM,CDM",Normal,200,2,3,M \ H,70,56,57,62,62,71,"180cm | 5'11""",0,378
Josh Kay,62,"LM,LWB,ST,LW",Normal,200,2,3,H \ H,72,56,58,62,51,70,"183cm | 6'0""",1,369
Andrei Tîrcoveanu,62,CM,Normal,850,3,3,M \ M,72,55,60,67,55,61,"172cm | 5'8""",-4,370
Yoan Severin,62,"CB,LB",Normal,200,2,3,M \ M,65,27,48,50,62,66,"188cm | 6'2""",-4,318
Paul Lewis,62,"CAM,CM",Normal,200,3,3,M \ M,68,57,58,62,56,75,"185cm | 6'1""",0,376
Chris Odoi-Atsem,62,"RB,RWB,CB,LB",Normal,0,2,3,M \ M,75,42,56,60,59,60,"178cm | 5'10""",-1,352
Josh Hawkes,62,"LM,LW",Normal,200,3,3,M \ M,69,57,60,63,36,58,"180cm | 5'11""",-1,343
Lewis Banks,62,"RB,RWB,LB",Normal,1.3K,2,3,M \ M,72,36,54,60,59,65,"183cm | 6'0""",1,346
Ammar Al Najjar,62,"RW,RM,LW",Normal,200,3,3,H \ M,78,55,60,64,44,54,"175cm | 5'9""",2,355
Tariq Uwakwe,62,"LB,LWB,CDM",Normal,200,3,3,H \ M,74,52,55,57,57,63,"183cm | 6'0""",1,358
Abdulaziz Majrashi,62,"CDM,RB,CM",Normal,200,2,1,M \ M,58,34,53,62,59,65,"173cm | 5'8""",2,331
Jamie Brandon,62,"RB,RWB",Normal,200,2,3,H \ H,79,44,58,64,57,59,"176cm | 5'9""",0,361
Adrian Łyszczarz,62,CAM,Normal,250,3,3,H \ M,70,61,57,63,34,49,"177cm | 5'10""",0,334
Mohammed Mohsen Harzan,62,"LM,CAM,LW",Normal,200,3,3,M \ M,75,47,57,67,39,52,"167cm | 5'6""",1,337
Ross Laidlaw,62,GK,Normal,200,1,2,M \ M,62,60,59,62,25,63,"201cm | 6'7""",-1,331
Jesper Isaksen,62,"CDM,CM",Normal,200,2,3,M \ M,69,50,60,60,58,64,"183cm | 6'0""",0,361
James Delianov,62,GK,Normal,200,1,3,M \ M,63,59,58,63,26,60,"188cm | 6'2""",-1,329
Shkelqim Demhasaj,62,"ST,CF",Normal,200,2,3,M \ L,65,63,45,62,29,57,"191cm | 6'3""",1,321
Tyler Magloire,62,CB,Normal,250,2,2,L \ M,89,27,38,49,60,71,"185cm | 6'1""",28,334
Johannes Tartarotti,62,"CM,LM,CAM",Normal,200,3,3,H \ M,65,56,63,64,55,62,"176cm | 5'9""",0,365
Eoin Toal,62,CB,Normal,200,2,3,L \ H,42,31,42,46,61,70,"191cm | 6'3""",3,292
Will Smith,62,CB,Normal,1.7K,2,3,M \ M,65,26,40,46,61,72,"184cm | 6'0""",0,310
Torben Müsel,62,"ST,CF",Normal,2K,2,3,M \ M,67,62,57,65,28,54,"185cm | 6'1""",2,333
Dariusz Pawłowski,62,"RB,RWB,RM",Normal,2.4K,2,2,M \ M,69,49,55,59,61,64,"187cm | 6'2""",-1,357
Lukas Watkowiak,62,GK,Normal,200,1,3,M \ M,59,59,57,66,21,63,"197cm | 6'6""",8,325
Ryan Clampin,62,"LB,LWB",Normal,1.9K,2,3,H \ H,81,48,53,60,57,61,"180cm | 5'11""",-1,360
Cameron Coxe,62,"RB,RWB",Normal,3.9K,2,3,H \ M,81,42,53,61,54,67,"185cm | 6'1""",2,358
Terence Vancooten,62,CB,Normal,200,2,3,M \ M,70,37,50,55,60,72,"185cm | 6'1""",3,344
Bruno Jordão,62,CM,Normal,200,3,3,M \ M,65,55,60,68,49,60,"180cm | 5'11""",2,357
Ruibao Hu,62,"CB,LWB",Normal,200,2,3,L \ M,70,30,47,55,61,67,"185cm | 6'1""",0,330
Sambou Sissoko,62,"RWB,RB,LWB",Normal,200,2,3,M \ M,72,41,56,61,59,67,"186cm | 6'1""",1,356
Fahad Bin Jamayah,62,"RWB,RB,RM",Normal,200,3,3,M \ H,74,55,61,62,52,53,"174cm | 5'9""",1,357
Quanbo Guo,62,GK,Normal,200,1,1,M \ M,61,58,56,63,51,61,"184cm | 6'0""",7,350
Josh Eppiah,62,"ST,CF",Normal,200,2,2,H \ M,78,60,51,64,31,60,"175cm | 5'9""",2,344
Wai-Tsun Dai,62,CM,Normal,200,3,4,H \ M,77,56,62,66,50,60,"177cm | 5'10""",-16,371
Henderson,62,"ST,CF,RW,LW",Normal,300,3,3,H \ M,83,62,59,63,30,58,"175cm | 5'9""",2,355
Lasse Sørensen,62,CM,Normal,200,2,3,M \ M,64,55,61,62,60,63,"185cm | 6'1""",0,365
Jaden Brown,62,"LWB,LB,LW",Normal,200,2,2,H \ M,78,42,55,62,57,62,"175cm | 5'9""",-2,356
TJ Eyoma,62,"CB,RB",Normal,200,2,4,M \ H,72,35,53,54,61,71,"183cm | 6'0""",4,346
Jasse Tuominen,62,"ST,CF",Normal,500,2,3,H \ M,65,62,50,59,39,64,"187cm | 6'2""",1,339
Paul Smyth,62,"CAM,ST,LW",Normal,200,3,2,H \ H,87,60,56,66,31,56,"173cm | 5'8""",12,356
Jinghang Hu,62,"ST,CM,CF",Normal,200,3,3,M \ M,77,58,53,61,34,70,"183cm | 6'0""",-1,353
Yinong Tian,62,"CM,CDM",Normal,200,2,3,M \ M,77,31,55,61,58,76,"182cm | 6'0""",1,358
Khanya Leshabela,62,"CAM,CM",Normal,250,3,3,M \ M,80,56,59,64,47,59,"175cm | 5'9""",1,365
Andrew Lyons,62,"LWB,RWB,LB",Normal,2.2K,2,2,H \ M,72,44,54,58,59,58,"173cm | 5'8""",2,345
Will Ferry,62,"LWB,LB,LM",Normal,2K,3,3,H \ H,73,52,58,66,52,51,"173cm | 5'8""",0,352
Keun Ho Lee,62,"ST,CF,RW",Normal,2.4K,2,3,H \ M,68,58,57,59,23,69,"185cm | 6'1""",0,334
Amer Ordagić,62,"CM,CDM",Normal,200,2,3,M \ M,63,54,59,63,59,63,"181cm | 5'11""",0,361
Xavier Amaechi,62,"RW,RM",Normal,200,3,4,M \ M,80,54,55,66,24,49,"179cm | 5'10""",8,328
Bartłomiej Gradecki,62,GK,Normal,200,1,1,M \ M,65,58,59,65,31,63,"194cm | 6'4""",3,341
Abdullah Al Hamdan,62,"CF,ST,LW",Normal,200,2,4,H \ M,73,60,57,60,34,65,"186cm | 6'1""",0,349
Harrison Biggins,62,CM,Normal,200,2,3,M \ H,54,52,56,64,57,56,"175cm | 5'9""",0,339
Abo Eisa,62,"LM,ST,LW",Normal,200,3,3,H \ M,91,55,53,64,28,58,"180cm | 5'11""",11,349
Tyreece John-Jules,62,"ST,CF,LW",Normal,450,3,3,M \ M,77,60,50,62,21,58,"183cm | 6'0""",2,328
Aaron Herzog,62,"CM,CDM,CAM",Normal,200,3,4,H \ M,81,49,61,70,50,60,"177cm | 5'10""",1,371
Max Taylor,62,CB,Normal,200,2,2,M \ M,60,34,45,47,59,75,"195cm | 6'5""",1,320
Adam Lewis,62,"LWB,LB",Normal,200,2,2,M \ M,66,39,59,63,57,57,"175cm | 5'9""",2,341
Yihao Zhong,62,"LWB,LB,RM,LM",Normal,200,2,3,M \ M,79,56,54,62,53,69,"178cm | 5'10""",0,373
Paul Marie,62,"RB,RWB,LB",Normal,200,2,3,M \ M,70,47,52,63,58,58,"173cm | 5'8""",0,348
Barry Maguire,62,"CM,CDM",Normal,1.6K,2,4,M \ H,70,54,62,61,62,74,"189cm | 6'2""",5,383
Danny Musovski,62,"ST,CF,LW",Normal,200,2,4,M \ H,63,61,51,62,41,60,"182cm | 6'0""",-2,338
Gabriele Corbo,62,CB,Normal,2K,2,1,M \ M,51,28,39,47,64,62,"185cm | 6'1""",1,291
Lewis Cass,62,CB,Normal,850,2,3,H \ M,70,33,47,53,61,68,"186cm | 6'1""",0,332
Romoney Crichlow,62,CB,Normal,200,2,2,M \ M,65,34,43,55,62,66,"184cm | 6'0""",4,325
Baltazar,62,CM,Normal,200,2,3,M \ M,67,54,60,66,55,68,"178cm | 5'10""",2,370
Tobias Knost,62,"RB,RWB,CB",Normal,200,2,2,M \ M,73,31,48,57,58,65,"178cm | 5'10""",2,332
Kieran Freeman,62,"RB,RWB",Normal,200,2,3,M \ M,71,37,53,59,58,63,"179cm | 5'10""",1,341
Matthis Harsman,62,GK,Normal,200,1,3,M \ M,64,63,62,64,33,62,"190cm | 6'3""",0,348
Tom Kretzschmar,62,GK,Normal,200,1,3,M \ M,65,61,58,66,42,61,"185cm | 6'1""",2,353
Florian Faist,62,GK,Normal,200,1,3,M \ M,61,62,55,60,26,63,"184cm | 6'0""",0,327
Baiye,62,"CDM,CM",Normal,1.3K,2,3,L \ H,49,36,51,59,61,67,"177cm | 5'10""",1,323
Kevin Goden,62,"RB,RWB,RM",Normal,550,2,2,H \ M,85,38,50,57,57,62,"182cm | 6'0""",3,349
Nathan Wood,62,CB,Normal,200,2,3,M \ M,77,24,39,46,62,65,"188cm | 6'2""",2,313
Anirudh Thapa,62,"CM,CDM",Normal,200,3,4,H \ H,66,52,62,65,54,64,"169cm | 5'7""",-1,363
Kolbeinn Birgir Finnsson,62,"CB,LB",Normal,450,2,3,M \ M,72,53,56,59,60,69,"181cm | 5'11""",2,369
Jan Žambůrek,62,"CAM,CM",Normal,200,3,3,M \ H,61,46,60,65,41,50,"175cm | 5'9""",0,323
Ryan Stirk,62,"CDM,CM",Normal,500,2,3,M \ H,74,52,59,62,57,67,"178cm | 5'10""",2,371
James Scott,62,"ST,CF,RW,LW",Normal,200,2,3,H \ L,69,60,47,60,20,63,"189cm | 6'2""",-1,319
Yerco Oyanedel,62,"LB,LWB,LM",Normal,2.9K,2,3,M \ M,73,39,55,61,56,68,"170cm | 5'7""",-1,352
Bledian Krasniqi,62,"CM,CAM",Normal,200,3,3,M \ M,70,54,62,66,53,58,"173cm | 5'8""",2,363
Kion Etete,62,"ST,CF",Normal,200,3,3,M \ H,72,61,39,58,30,67,"198cm | 6'6""",4,327
Djibril Diani,62,"CDM,CB",Normal,200,2,3,M \ H,63,40,54,58,58,77,"195cm | 6'5""",2,350
Dilan Markanday,62,"RW,RM",Normal,500,3,3,H \ M,78,55,55,68,24,46,"175cm | 5'9""",5,326
Carl Björk,62,"ST,CF",Normal,200,2,3,H \ M,78,60,52,61,27,62,"184cm | 6'0""",1,340
Anthony Patterson,62,GK,Normal,200,1,2,M \ M,63,59,63,63,24,60,"189cm | 6'2""",3,332
Ricardo Grigore,62,CB,Normal,2K,2,2,L \ M,41,30,41,41,58,77,"191cm | 6'3""",0,288
Nicholas Mickelson,62,"RB,RWB,LB",Normal,200,3,4,H \ M,77,33,47,60,56,68,"185cm | 6'1""",6,341
Odin Thiago Holm,62,CM,Normal,200,4,3,M \ M,71,52,61,66,47,57,"180cm | 5'11""",2,354
Ryan Astley,62,CB,Normal,200,2,3,M \ M,51,34,52,49,64,55,"184cm | 6'0""",2,305
Sondre Liseth,62,"CAM,ST",Normal,200,2,3,M \ L,63,59,58,62,30,67,"182cm | 6'0""",0,339
Declan Drysdale,62,"CB,CDM",Normal,200,2,3,M \ M,69,27,46,49,61,72,"196cm | 6'5""",2,324
Happy Mashiane,62,"LB,LWB,LM",Normal,200,2,3,M \ M,72,34,56,63,57,60,"175cm | 5'9""",2,342
Tobias Fjeld Gulliksen,62,"LW,CM,LM",Normal,200,4,3,M \ M,70,54,58,66,49,57,"177cm | 5'10""",1,354
Moritz Römling,62,"LB,LWB",Normal,200,3,2,M \ M,77,35,50,62,55,70,"186cm | 6'1""",2,349
Santeri Hostikka,62,"LW,LM,CF,RW",Normal,200,3,3,M \ L,77,53,59,64,29,54,"183cm | 6'0""",1,336
Corrie Ndaba,62,"CB,LB",Normal,750,2,3,M \ M,71,27,53,59,60,71,"188cm | 6'2""",-2,341
Sahal Abdul Samad,62,"RM,LM,CAM,RW",Normal,200,3,3,H \ M,64,49,61,65,49,60,"179cm | 5'10""",1,348
Njabulo Blom,62,"CDM,CB,CM",Normal,2.9K,2,3,M \ H,73,28,54,46,64,62,"173cm | 5'8""",2,327
Anthony Glennon,62,"LB,LWB",Normal,200,2,3,M \ M,70,48,54,61,57,67,"181cm | 5'11""",1,357
Aaron Rowe,62,"RWB,RB,LWB",Normal,1.3K,4,3,H \ M,78,53,57,66,53,53,"180cm | 5'11""",4,360
José Vargas,62,"CDM,CM",Sudamericana,1.1K,2,3,M \ M,65,36,53,60,59,60,"186cm | 6'1""",0,333
Cosmin Achim,62,CB,Normal,1.6K,2,3,L \ H,64,24,32,41,63,68,"188cm | 6'2""",1,292
Alec Van Hoorenbeeck,62,"LB,RB,CB,LWB",Normal,200,2,2,M \ M,64,29,50,53,61,67,"187cm | 6'2""",1,324
Alin Dobrosavlevici,62,CB,Normal,200,2,2,M \ M,53,27,34,35,61,71,"185cm | 6'1""",3,281
Roberto Romeo,62,"RB,RWB",Normal,200,3,3,M \ M,75,57,58,61,56,66,"175cm | 5'9""",-1,373
Lucian Dumitriu,62,"CM,CAM",Normal,200,2,3,M \ M,76,61,62,62,50,67,"178cm | 5'10""",0,378
Răzvan Ducan,62,GK,Normal,1K,1,2,M \ M,68,57,55,64,25,60,"192cm | 6'4""",1,329
Petersen,62,GK,Normal,200,1,3,M \ M,64,61,61,64,40,61,"190cm | 6'3""",1,351
Ovidiu Perianu,62,"CDM,CM",Normal,1.5K,2,3,M \ M,74,52,55,63,60,70,"180cm | 5'11""",0,374
Mawlanyaz Dilmurat,62,"RB,RWB,RM",Normal,200,2,3,M \ H,81,50,52,58,52,52,"169cm | 5'7""",1,345
Jon Mellish,62,"CB,CM",Normal,200,2,3,M \ M,61,59,58,57,60,77,"188cm | 6'2""",0,372
Simon Straudi,62,"RB,RWB,RM,CM",Normal,200,3,3,H \ M,70,51,58,64,56,57,"176cm | 5'9""",1,356
Peter Bjur,62,"LB,LWB",Normal,550,3,2,H \ M,82,52,58,61,55,59,"180cm | 5'11""",1,367
Timothy Fayulu,62,GK,Normal,200,1,3,M \ M,65,63,59,64,25,59,"192cm | 6'4""",0,335
Nesta Guinness-Walker,62,"LB,LWB",Normal,200,2,2,H \ M,83,31,53,59,56,58,"180cm | 5'11""",3,340
Alexis Antunes,62,"LW,LM",Normal,200,2,3,H \ M,70,57,55,65,32,57,"181cm | 5'11""",1,336
Ben Jackson,62,"LB,LWB,CM",Normal,200,2,3,H \ M,79,35,49,60,59,58,"178cm | 5'10""",1,340
Louie Watson,62,"LM,CAM,LW",Normal,200,3,3,M \ M,66,49,60,67,41,42,"176cm | 5'9""",-1,325
Ruel Sotiriou,62,"LM,ST,LW",Normal,200,3,2,H \ M,82,59,52,65,19,58,"175cm | 5'9""",2,335
Mboko,62,"RB,RWB",Normal,4.6K,2,3,M \ M,80,33,53,58,59,66,"179cm | 5'10""",2,349
Frederik Alves,62,CB,Normal,1K,2,3,M \ M,47,30,40,47,62,72,"195cm | 6'5""",-1,298
Marcel Zylla,62,"CAM,LM",Normal,200,3,3,M \ M,74,55,55,65,38,62,"178cm | 5'10""",0,349
Zhen Ma,62,GK,Normal,200,1,2,M \ M,61,59,55,65,54,59,"196cm | 6'5""",0,353
Iustin Popescu,62,GK,Normal,1K,1,2,M \ M,62,60,60,61,19,60,"188cm | 6'2""",-2,322
Andreas Mihaiu,62,"RM,LM,RW",Normal,200,3,2,H \ M,74,55,56,62,21,54,"179cm | 5'10""",0,322
Kamil Kościelny,62,"CB,RWB",Normal,300,2,2,M \ M,55,23,33,36,62,71,"185cm | 6'1""",-1,280
Jackson Longridge,62,"LB,LWB",Normal,200,2,3,M \ M,60,33,52,59,59,67,"183cm | 6'0""",2,330
Grivosti,62,"CB,RB",Normal,200,2,3,L \ H,62,35,42,44,61,68,"187cm | 6'2""",-1,312
Bridge Ndilu,62,"ST,CF",Normal,0,3,3,M \ L,70,61,50,60,20,58,"186cm | 6'1""",0,319
Laurenz Dehl,62,"CAM,RB",Normal,200,2,2,M \ M,61,56,59,64,46,54,"179cm | 5'10""",1,340
Adam Randell,62,CM,Normal,300,2,3,M \ M,73,54,61,63,56,65,"175cm | 5'9""",2,372
Leroy Kwadwo,62,"LB,LWB",Normal,200,2,3,M \ M,75,30,52,57,58,68,"187cm | 6'2""",1,340
Jayden Richardson,62,"RB,RWB",Normal,200,2,3,M \ M,86,40,48,61,55,64,"184cm | 6'0""",5,354
Terry Taylor,62,"CDM,CM",Normal,200,2,3,M \ M,63,48,57,59,60,65,"185cm | 6'1""",-1,352
Robert Moldoveanu,62,"ST,CF",Normal,1K,3,3,H \ M,78,59,58,66,18,55,"179cm | 5'10""",2,334
Rareș Ispas,62,"LB,LWB",Normal,200,2,2,M \ M,77,26,48,52,57,60,"178cm | 5'10""",1,320
Tician Tushi,62,"RM,RW,ST",Normal,450,2,3,M \ M,74,60,51,65,21,61,"180cm | 5'11""",1,332
Kacper Smoliński,62,CM,Normal,400,3,3,M \ H,64,52,60,64,58,60,"174cm | 5'9""",-1,358
Levent Mercan,62,"CAM,CM,LM",Normal,200,2,5,H \ M,65,62,63,66,49,47,"176cm | 5'9""",0,352
Rio Adebisi,62,"LB,RB,LWB",Normal,200,2,4,H \ M,76,37,53,60,56,63,"175cm | 5'9""",-1,345
Sam Sanna,62,"RWB,RB,CM",Normal,200,2,3,M \ M,70,52,62,67,62,44,"170cm | 5'7""",0,357
Kai Trewin,62,"CB,LB",Normal,200,2,3,M \ M,73,26,50,55,61,74,"178cm | 5'10""",2,339
Stanislav Ivanov,62,"ST,RM,CF",Normal,200,3,4,H \ M,79,60,51,67,17,52,"175cm | 5'9""",5,326
Aziz Ouattara Mohammed,62,"CDM,CB,CM",Normal,200,2,3,M \ M,66,24,47,58,60,74,"188cm | 6'2""",1,329
Ludwig Francillette,62,CB,Normal,200,2,3,M \ M,69,38,42,50,59,76,"193cm | 6'4""",0,334
Jacob Bergström,62,"ST,CF",Normal,400,2,3,M \ M,68,60,44,58,37,78,"195cm | 6'5""",-1,345
Felipe Hernandez,62,CM,Normal,200,2,4,H \ H,69,58,59,63,53,58,"170cm | 5'7""",-1,360
Issa Soumaré,62,"ST,RM,CF,RW",Normal,200,2,2,H \ L,82,63,50,65,18,46,"182cm | 6'0""",0,324
Jake Cain,62,"CM,CDM",Normal,1.4K,3,3,M \ H,64,57,60,63,58,55,"176cm | 5'9""",5,357
Victor Melgar,62,CDM,Libertadores,850,2,3,M \ H,57,52,55,62,61,63,"171cm | 5'7""",1,350
Gabriel Sotomayor,62,"LM,RW,LW",Libertadores,900,2,3,M \ M,68,52,58,60,42,54,"174cm | 5'9""",1,334
Jeriel De Santis,62,"ST,CF",Normal,200,2,3,M \ M,62,62,42,58,33,65,"190cm | 6'3""",0,322
Gustavo Vallecilla,62,CB,Normal,200,2,2,M \ M,63,32,34,59,62,72,"190cm | 6'3""",0,322
Nabil Zoubdi Touaizi,62,"ST,LM,CF",Normal,350,3,3,H \ M,75,60,57,66,30,59,"183cm | 6'0""",2,347
Damian Rivera,62,"LM,LW",Normal,200,2,4,H \ M,76,54,52,68,24,49,"178cm | 5'10""",2,323
Tobias Carlsson,62,CB,Normal,5.7K,2,3,M \ M,54,26,45,44,62,68,"187cm | 6'2""",0,299
Viktor Gustafson,62,"CDM,CM",Normal,200,2,3,L \ M,64,45,54,59,58,70,"176cm | 5'9""",1,350
Grégory Coelho,62,"RWB,RB,LWB",Normal,200,2,3,M \ M,70,39,49,61,59,67,"180cm | 5'11""",0,345
